id;sentiment_predict
1048732853612230000;2
1043283734877950000;2
1047467343784440000;1
1037764583417670000;2
1049274188874380000;0
1047315038904710000;1
1046930462252370000;0
1046258538111230000;1
1030500212740190000;2
1049245397695300000;0
1045436022077770000;1
1046757881025110000;0
1035380425491970000;2
1049149925345390000;0
1045420392599500000;0
1049260286685970000;0
1046924343391990000;0
1045388570188480000;1
1046792956357880000;1
1049267045928510000;1
1049209429684630000;0
1046357740099010000;0
1049145242967040000;0
1046258004646120000;1
1045386313661390000;2
1045434558844360000;1
1046964346599990000;0
1049159481035300000;0
1036954532364910000;2
1037785253761500000;2
1045432790374930000;1
1032010711877280000;2
1050670726586360000;1
1037868050593210000;2
1046682778669110000;0
1048966180310900000;2
1046702022219700000;0
1049137394593780000;0
1042845861447970000;2
1045358426593860000;1
1046749935444600000;0
1046228605632740000;1
1043584978892850000;1
1046921831012340000;0
1047943187774540000;2
1049203407427460000;0
1049122791264600000;1
1046946678073440000;0
1047028004256410000;0
1040750804121080000;2
1046797968224000000;0
1048398986435020000;0
1050498986820420000;2
1039502580743840000;2
1040384631894240000;2
1031193259635360000;2
1049257684032280000;2
1047338060546010000;1
1045490895582300000;1
1036595254215040000;2
1046694739645550000;0
1044798718183120000;2
1046225413964480000;0
1034884375853320000;2
1045413755398560000;1
1047494740911030000;0
1049320492790960000;1
1048457354616950000;1
1050773265776630000;1
1047053707572120000;1
1048418525755400000;1
1040397215812840000;2
1049297695117070000;1
1047967094912900000;2
1049283379773000000;1
1045403790936090000;1
1049148117591970000;1
1049152020727460000;0
1031360744821070000;2
1045453818937440000;1
1045418450615760000;1
1050402884934930000;2
1039815884745990000;2
1042430816708650000;2
1048416706899710000;1
1046955165184600000;0
1049319011996110000;0
1045366688005460000;1
1046256413578880000;0
1046930772890910000;1
1045430397071480000;1
1046244497972240000;0
1048256668625240000;2
1038595477921510000;2
1048442988693610000;0
1047946966175370000;2
1045378990452670000;1
1034111583121810000;2
1049156820122720000;0
1046267165517790000;1
1045463858155050000;0
1041728893097570000;2
1049163081031580000;1
1047815160310760000;1
1038492035861370000;2
1036971031146180000;2
1044569708496740000;2
1047487043331400000;1
1049208016908800000;1
1046985847244020000;1
1046713185477230000;0
1049315780553320000;0
1049134141055410000;0
1049227338163090000;1
1049300868057750000;2
1047455375148990000;0
1049319413923680000;1
1047328478880850000;0
1046230768731790000;0
1049275340844160000;0
1045412809599830000;2
1047958297175900000;2
1047016032265780000;1
1037835534930980000;2
1045438303061910000;1
1046929624209470000;0
1049320108248720000;0
1049297136007960000;2
1034426297999680000;2
1048182274460670000;1
1048669119447520000;2
1046942664334160000;0
1046711479947410000;0
1049162947128250000;1
1049315136345970000;2
1036966080663770000;2
1044785064129840000;2
1046949257360670000;0
1046703479962520000;0
1049166885718250000;0
1046785718444540000;1
1044350580167240000;2
1049021868202770000;2
1045408180438810000;1
1046677838840000000;0
1049107332804820000;0
1046672794292050000;1
1046921814180550000;0
1045481106856980000;1
1046933481681500000;1
1046800504976810000;0
1037715553010510000;2
1049140232447250000;0
1043110049684630000;2
1045475368155720000;1
1049107028856200000;0
1041756173840640000;2
1046271010494810000;0
1046698097097800000;0
1046235009852600000;1
1046788587667280000;1
1038544715984060000;2
1050754230724820000;2
1036688009649940000;2
1046948823115950000;1
1048212008179360000;0
1049305546644510000;0
1039834265821890000;2
1047423364669820000;1
1049315321990050000;2
1045468362531370000;0
1037796353978630000;2
1047066012544330000;0
1045429832950140000;1
1047558760045200000;1
1046941789494660000;0
1045489915948090000;1
1039648793598320000;2
1049239316810150000;0
1050754108809010000;1
1043228527422790000;2
1045456605075190000;1
1047071454226000000;0
1048386936849750000;1
1047430285300810000;1
1049120642874970000;1
1046772713002620000;0
1049280594646060000;0
1049321376191010000;0
1049106365829010000;2
1048409127154800000;1
1052973803909860000;2
1045349863351700000;1
1041503504441930000;2
1046783059901710000;0
1045400733905030000;1
1049114961459470000;2
1049268531739750000;1
1046238416667460000;0
1033099549102030000;2
1046794558649040000;1
1046954516699070000;1
1047494965662810000;0
1049269686515510000;0
1045517085345020000;0
1036771838314080000;2
1042869842301400000;2
1035644017122390000;2
1047056565101040000;0
1045430576289920000;1
1046771822656670000;0
1038437941427750000;2
1043466191526750000;2
1041844623440840000;2
1045435662659460000;1
1047536305264060000;0
1049294558125850000;0
1045338810333230000;0
1049136342502970000;1
1049404063228590000;1
1047989724588200000;2
1036796214782640000;2
1039453498071440000;2
1049306594968830000;2
1046781096296420000;0
1050259963644380000;2
1046921070954140000;0
1038923468283280000;2
1049145026771660000;0
1042849132338140000;2
1045472366674020000;1
1039523709038470000;2
1031708621938280000;2
1034525407666740000;2
1048716862933160000;2
1040658940164560000;2
1046792535828510000;0
1045481882442510000;1
1046923076649330000;0
1048206491117900000;1
1049265604803360000;0
1049262098684040000;0
1048383964099110000;0
1034127206539310000;2
1046957170565310000;0
1050515898577150000;2
1049288552201080000;2
1049269731255970000;1
1045421355066250000;1
1046938281726960000;0
1045437166720100000;0
1045389804077230000;1
1048272104909560000;2
1042825717078120000;2
1050712579230900000;0
1047355868755440000;1
1047068713684540000;0
1042479459784420000;2
1047050360714610000;0
1049121732521550000;1
1049140227514800000;0
1046264612864370000;0
1047489316715410000;0
1046726702519460000;1
1046952392154150000;0
1049312285926330000;1
1047367699666560000;1
1049114918379840000;2
1050438630676680000;2
1042869823393480000;2
1041479764354240000;2
1049290210771700000;0
1038173814465540000;2
1046780310397100000;0
1046923346024310000;0
1045390682838450000;1
1046962888924180000;0
1046747979812610000;0
1046797120488000000;2
1041386735798770000;2
1038836531362980000;2
1046259494123180000;1
1046949759104300000;0
1040662965966410000;2
1043834918218950000;2
1037739677250400000;2
1049143034636660000;0
1045472010506330000;2
1046750163128250000;0
1045512903116440000;1
1047021013882610000;0
1049133693657340000;1
1045527715179310000;1
1050765631379950000;1
1049172014114770000;0
1037422652061880000;2
1047548161278080000;2
1046922223154600000;0
1046242142895640000;0
1049289322959130000;1
1049105268892740000;1
1046968707430400000;0
1036760322332350000;2
1042792003644350000;2
1047553663542190000;0
1044718132454030000;2
1049313867279550000;1
1046244187727960000;0
1046248429226140000;0
1048209607708030000;0
1050042480538900000;1
1042472688017700000;2
1049306823914920000;0
1047902476781980000;2
1047470108610880000;0
1049120654191160000;1
1045076791067600000;2
1047489851422130000;1
1037989004153580000;2
1046925009892100000;0
1049164431580690000;0
1037878115824030000;2
1037141020306270000;1
1043223336707230000;2
1045366436645020000;1
1046251123659720000;0
1046273797542820000;0
1037711078715790000;1
1049294228440980000;1
1049268008344930000;1
1049142152759050000;0
1046926830584910000;0
1049253615477710000;1
1047466929924070000;1
1048429796970190000;1
1045396486543070000;1
1050116058735100000;2
1049310355133030000;0
1042009589149980000;2
1047457248837090000;2
1047558336500190000;1
1037059219793400000;2
1049144123201140000;1
1045366703474050000;2
1049321133328230000;1
1050155205545910000;1
1050762170437370000;1
1043909622837460000;2
1044953817241010000;2
1049304269294370000;1
1038381564235800000;1
1046779887539950000;0
1046742467951950000;1
1044209840476740000;2
1049270211931770000;0
1046250824580520000;0
1048198872340850000;1
1047496621838280000;1
1049315184890850000;1
1046718561673260000;0
1046744690001950000;1
1037456588255050000;2
1049221236780360000;0
1043303872989720000;0
1041344720222470000;2
1037854316026120000;2
1030955748753390000;2
1046228549311580000;1
1049176485809080000;0
1049226976173720000;1
1050223210757740000;2
1045489263230560000;1
1048415512370270000;0
1045399950845250000;2
1045512914168240000;1
1046767257832050000;0
1045382802013900000;0
1049987911024690000;2
1037798711697570000;0
1047383349713620000;0
1046580457612110000;2
1049480326404300000;2
1047330767574120000;1
1045393412835430000;2
1046921158946370000;0
1042939082282880000;2
1046953436695220000;0
1048412716107320000;1
1045478132030080000;1
1047071670727520000;0
1034430401434080000;2
1041787675676690000;2
1044346325670780000;1
1031254695648650000;2
1048231336295770000;2
1047546972369040000;1
1046948966468860000;0
1049299480762340000;0
1047556148390490000;2
1048392847811110000;0
1044290369310140000;2
1040689272741880000;2
1032299170642760000;2
1046793216182380000;1
1046239261274460000;0
1038170040951100000;2
1045351381744400000;0
1042163856347260000;2
1049313689084580000;0
1039893898620020000;2
1049136202702610000;1
1049145023760150000;1
1046234257792930000;0
1048576611103070000;2
1048906735543580000;2
1052610640014140000;2
1046916749453680000;0
1046780104448390000;1
1045357845192080000;1
1039212950584810000;2
1046241042650030000;0
1052926060201950000;2
1046923603550320000;0
1045370456474290000;1
1049253054959300000;0
1031647078919880000;2
1045450843762440000;1
1046792440940760000;0
1050767200607510000;1
1046968091522080000;0
1047485171400950000;1
1037449038730290000;2
1046782835808500000;2
1035135873279550000;1
1034627451240960000;2
1046732084352640000;0
1048403390483640000;1
1047499794921470000;1
1042789490924950000;2
1048393357469400000;0
1049304389867980000;1
1047789937377140000;2
1046779580877600000;1
1048392367395500000;2
1047782103436470000;2
1046783756298800000;0
1045411140526890000;1
1041702234516530000;2
1046957014394580000;0
1046947774414180000;0
1049787095332650000;2
1045494403488460000;1
1049277352243600000;1
1036333834571330000;2
1045524441558580000;0
1050752951868840000;2
1042868661336390000;2
1045409068003860000;1
1047331059162070000;1
1033332838546980000;2
1049140559846290000;0
1038852294035600000;2
1037018427884490000;2
1038503375090980000;2
1045360476958470000;1
1048209539299010000;1
1038840784018200000;2
1046768606254700000;2
1047392842900040000;1
1040535626645290000;2
1049111915904090000;2
1046672622996660000;0
1044684594740690000;2
1046754555210490000;1
1047492455858390000;0
1049268281276870000;1
1045407237026520000;2
1042556443214340000;1
1036235915830680000;1
1040690000181040000;2
1047415460466220000;2
1047546610765500000;1
1049261841182930000;0
1032266911667700000;2
1048388877046690000;1
1047562273647200000;1
1049154053786280000;0
1038066919977370000;2
1049769666464380000;2
1048429486780370000;1
1049214164202380000;0
1039458529692640000;2
1041729116511320000;2
1037658639836820000;2
1048347107684490000;2
1045481508453200000;1
1045372505278570000;2
1045480587333690000;1
1037790671833190000;2
1045375752689130000;1
1040055728789250000;2
1046743308033250000;0
1048404700817760000;1
1038533152262810000;2
1045490524986240000;1
1032927795515740000;2
1045125873349760000;2
1039450080581960000;2
1046235891012960000;0
1046759960464560000;1
1049316441328180000;0
1045520967404010000;0
1049592975095940000;2
1046753504633780000;0
1038850280220230000;2
1049094523664700000;2
1043892752767840000;2
1041416437066330000;2
1049140196258850000;0
1047013183532290000;1
1037712371324790000;2
1050401475124480000;2
1049293960907250000;0
1047439705434980000;1
1035250830780320000;2
1047363470117810000;1
1049320508066550000;0
1048412649355190000;1
1032433361539740000;2
1033308193458480000;2
1050721546317310000;1
1041087270785310000;2
1046916033947280000;1
1049157649563100000;0
1050718030735530000;1
1045396534198700000;1
1050733578521330000;2
1045379171076260000;1
1050122053095970000;2
1046782433922830000;0
1046930794248330000;1
1046255092272370000;0
1049315466479650000;1
1049136180841910000;0
1047154410625950000;2
1047468255521230000;1
1048403290676000000;1
1049279796226790000;0
1046751901595910000;0
1049303707060490000;1
1045494052232290000;1
1047533934576390000;0
1044096590837820000;2
1036801256982030000;2
1049141758897080000;0
1046763871535590000;0
1047438857581600000;1
1046750909932470000;1
1046729174453490000;1
1046999693648100000;0
1035872779592260000;2
1041008780094390000;2
1049310758440500000;0
1037532346998770000;2
1038930089860380000;2
1037476229472020000;2
1046723150950680000;0
1047479337174430000;1
1045458259820390000;0
1033200216378430000;2
1045510118014690000;0
1048212470278580000;2
1039325189648130000;2
1036005849708340000;2
1046930458964050000;0
1047384644323290000;1
1039510731060700000;2
1039194320560110000;2
1049308045048780000;1
1046749322086400000;0
1049127848706040000;1
1046763740346100000;0
1046938387096190000;1
1044388776942980000;2
1045330821262000000;2
1042052283939340000;2
1049257786520090000;1
1050772191791470000;2
1036988983157380000;2
1040706786981020000;2
1038336637464260000;2
1047053917849300000;0
1045351426233430000;0
1048398485194760000;1
1045419218194310000;1
1049144914209130000;1
1030858995010090000;2
1045329697817670000;2
1030883090762290000;2
1046238226288190000;0
1046753846779890000;2
1046770309305700000;1
1049277449975100000;0
1049266261719510000;2
1049253981522980000;0
1049148389970080000;0
1049135377133590000;0
1049136461797310000;0
1049241352503010000;0
1047416046062400000;1
1047316629632310000;0
1045473416688670000;1
1047535845186660000;1
1046776269617210000;1
1046976798016330000;1
1048007361087070000;2
1049147538132090000;0
1045010114439040000;2
1046734307065300000;0
1047327690435570000;1
1038850739576210000;2
1043787589671690000;1
1046923698471650000;1
1042133024555580000;2
1049315162107390000;1
1050774244999820000;1
1032207370900910000;2
1046974371716350000;0
1049147547988780000;2
1046919443467650000;0
1047091324535670000;2
1046927239462430000;0
1046662540837770000;0
1038011496599410000;2
1047491186989120000;0
1045487887360430000;1
1049160531423220000;0
1049289472968420000;0
1049215262380180000;1
1039184700076510000;1
1039848379810020000;2
1049321821680620000;0
1031504597335130000;2
1044988637992180000;2
1046939748529570000;0
1045505360734430000;1
1045481148384780000;0
1046773757044550000;0
1045468615934440000;1
1049112306460880000;2
1047047481282970000;0
1047561763191970000;1
1045366143563650000;1
1041074424827600000;2
1048800083498740000;2
1041458087981470000;2
1050170663351270000;2
1037036173561090000;2
1051818312982770000;2
1046786039736620000;1
1048449872913940000;1
1048385903742340000;0
1046787937709550000;0
1045414389917120000;1
1046947361216430000;0
1036775413698240000;2
1049133567341730000;0
1049134000521060000;1
1047536996523110000;0
1048331942024770000;2
1047311496869530000;1
1045409761334830000;1
1046950140471340000;1
1050060892694440000;2
1049257613735680000;1
1046966344518970000;0
1046924853390000000;1
1037544412635700000;1
1049184317203760000;0
1049278650456190000;1
1034904440023800000;2
1048550274082790000;2
1045415914114560000;1
1049272148576140000;0
1040525564531010000;1
1042126318761070000;2
1049141615347080000;0
1038952696294790000;2
1046737721513910000;1
1045484315969250000;0
1046928034224330000;1
1049162259719770000;0
1047560319474850000;1
1046932093161350000;0
1047457866477700000;1
1046706028379860000;0
1046793276790120000;1
1037038725350400000;2
1049148580500530000;1
1049257056446890000;0
1042185175059360000;2
1046771160166410000;1
1045390436687390000;1
1048418339058590000;1
1045419351418000000;1
1048439607216560000;0
1048211452467790000;1
1041746866084490000;2
1046932937348920000;1
1046935459455280000;1
1046680964934430000;1
1046921964655470000;1
1049688502554780000;2
1048402806682610000;0
1049274495654090000;0
1032740482647060000;2
1047457101478620000;1
1048444540770820000;1
1049141530609550000;1
1045454593105300000;1
1047339198490010000;1
1045722303034580000;2
1049194113281810000;1
1037509437437750000;2
1030842377257280000;2
1044754541776960000;2
1047510275526680000;1
1046232492364220000;0
1046786320964700000;0
1046955396856990000;0
1048442018475780000;1
1049305683827590000;0
1048948776206070000;2
1037363005640590000;2
1049321382339930000;0
1047394738767310000;1
1045430737258910000;1
1046758224429500000;0
1047458088666750000;1
1046023990857410000;2
1047821132982830000;2
1046734391161090000;0
1045629360286430000;1
1046794618904430000;0
1048389854684430000;1
1049303497353650000;1
1045091655471310000;2
1045391596148130000;1
1049288347896740000;0
1034182225531680000;1
1049277639440180000;0
1049258436679140000;0
1049291782125700000;0
1046964936986040000;1
1048449746791060000;1
1046791817126190000;1
1045285460040400000;2
1045432486656970000;0
1046050056896480000;2
1049302640327380000;0
1049461569359410000;2
1046922712956820000;2
1046930572013190000;0
1050737173950020000;1
1041062606767900000;2
1047560914222950000;1
1045327108418010000;1
1046757153200120000;0
1039122826958130000;2
1045447952649650000;1
1050737663060400000;1
1046769865548350000;0
1032024796274540000;2
1046788109395010000;0
1040388669222330000;2
1048075309294240000;2
1041776526730120000;0
1031925269039390000;2
1049119203339390000;2
1046230832929750000;0
1046941456215230000;0
1049239257028740000;0
1046785411983510000;0
1046749813809790000;0
1046726714540400000;0
1034481952202600000;2
1049121429952900000;0
1043073097077730000;2
1046745107330990000;0
1046799785599100000;1
1048405220680790000;1
1047321272152190000;1
1049167565816300000;0
1049284120591960000;0
1046943754077310000;1
1046914673583570000;1
1033889301539570000;2
1045510160167380000;1
1043451041264690000;2
1037514376268460000;2
1044219903387950000;2
1045477703342840000;2
1046796849791850000;1
1044614496030010000;2
1046734619264060000;0
1050142440030660000;2
1047445240297280000;2
1047559408446660000;2
1047555102377230000;0
1046688241590710000;0
1049308223889650000;0
1045462125232210000;0
1049144136497070000;0
1045339833907000000;1
1049304780290630000;1
1045025214097020000;2
1046744593621030000;0
1049135904659570000;0
1045804060169960000;2
1046224484892640000;1
1045352398586290000;1
1049135684425020000;2
1049141684318170000;0
1045445591529120000;1
1049134207342170000;0
1041469041066630000;2
1045474028792810000;0
1043393466858920000;1
1035464072974810000;2
1046924573785170000;1
1047327730109490000;1
1049114699877570000;1
1044511855165800000;2
1040397979906190000;2
1049189060957420000;1
1050737281428930000;1
1046939552244480000;0
1047427049718280000;1
1046781300902960000;2
1046790730331700000;1
1047989337051330000;2
1047379715441550000;0
1049323205897470000;0
1045442127147260000;0
1048209504037480000;1
1044358161862460000;1
1046249390548180000;0
1046936339244040000;1
1045418105437150000;0
1049111782214840000;1
1046934647291050000;0
1044242553397280000;1
1049106650819440000;1
1049267971321990000;1
1042785852223630000;2
1044513337617320000;2
1043633735986500000;1
1035533045007380000;2
1045081391170500000;2
1045435442361970000;1
1049241089310440000;0
1046952301473280000;0
1049114056572000000;1
1045443661562110000;1
1047556714671880000;1
1045466143526450000;0
1044969121878860000;2
1049148214291640000;0
1046756816821130000;1
1048205060285580000;0
1047325043280230000;1
1038781569299880000;2
1049256333558600000;1
1046998094154520000;0
1050416783251990000;2
1046790804210140000;1
1046946311331820000;0
1037471699573390000;2
1048395872239840000;1
1032649954039410000;2
1031977842014350000;2
1047028451247610000;1
1046773727600500000;1
1047327416916630000;1
1043093533287240000;2
1048202855839150000;0
1030900993242920000;2
1049147262562130000;1
1046737163172430000;1
1046792946698340000;0
1049144092096180000;0
1048903263515530000;2
1045418062021890000;1
1052528067569160000;2
1038578129466480000;2
1046866912293130000;2
1048393170239860000;1
1046744499362390000;1
1047367360317930000;1
1046790246879450000;0
1046233777490590000;1
1050360113901520000;2
1046922191189830000;0
1046235264211920000;0
1047611984596940000;2
1046660239343460000;0
1049305222651290000;0
1049134116728440000;0
1047481109997660000;0
1046247475319900000;0
1046737583710120000;1
1048389017622990000;1
1035230757277640000;2
1045451743620940000;1
1047307589778850000;1
1046782350074420000;2
1049283214995550000;1
1045437870083900000;1
1040343633642380000;2
1039529001344070000;2
1046977114879200000;0
1046764415591300000;0
1049169494659280000;1
1045351082749300000;2
1036220448311190000;2
1046915929605660000;0
1046784562901250000;0
1037466999272740000;2
1045455568905940000;1
1049256537376680000;1
1033108092878250000;2
1048389592674650000;0
1046786667242250000;1
1047482873194970000;1
1046955879646530000;1
1046769796124210000;1
1037659457822570000;2
1046245296479640000;0
1050723056983960000;2
1042058160280760000;2
1046926619582130000;0
1047455016255220000;2
1049282137348870000;0
1049305728182310000;0
1046776406389270000;1
1049287827530420000;0
1046245236220010000;1
1045502830042400000;1
1047508015107200000;1
1049231609046720000;0
1036886585499780000;2
1043553009282760000;2
1049320124312930000;0
1045356942267490000;0
1039093880480640000;1
1047321746813190000;1
1049296821250610000;0
1046770558325670000;0
1049194626677190000;1
1045420232825820000;1
1038532428489360000;2
1047319694124970000;1
1031553051704750000;2
1049125741877760000;1
1042484068531790000;2
1046237138348640000;1
1048405182328000000;0
1041802486389120000;2
1042923118753400000;2
1045435412963970000;2
1048209491135750000;1
1052559954312340000;1
1037169949599510000;2
1046231128699520000;0
1042985331610420000;2
1045371428932130000;1
1046743094337640000;0
1046252503191430000;1
1049160725783090000;0
1045433767589020000;1
1050360019127070000;2
1044559659296800000;1
1046683553570920000;0
1048937238325650000;2
1047497257153650000;2
1046974830158010000;1
1050733374397140000;0
1051205049081350000;2
1045328089369250000;1
1049291749196290000;0
1046743895525250000;0
1049313626941800000;0
1045373251260750000;1
1046771055233320000;0
1043099259543930000;2
1047033506793190000;1
1039209096749170000;2
1039469327903270000;2
1048931102516270000;2
1047552619319870000;1
1048670787207620000;2
1045342685333250000;1
1045339877901000000;1
1044607461477410000;2
1046943877180140000;0
1045480955455200000;1
1048543391896690000;1
1049321318183840000;0
1049314300375040000;2
1049155738961170000;1
1045415458692910000;0
1047485495826110000;1
1046779420856500000;2
1046928439268320000;1
1046791021085030000;1
1045015143929860000;2
1045346314714850000;1
